"File","Line","Class","MemberOrReference","NativeType","Creator","Owner","Readers","DiligentReachable","LegacyOnly","ToolDebugOnly","Category","M13AAction"
"src/EterImageLib/DDSTextureLoader9.cpp","1576","DirectX DDS loader","*texture = static_cast<LPDIRECT3DCUBETEXTURE9>(tex.Detach());","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1590","DirectX DDS loader","LPDIRECT3DVOLUMETEXTURE9* texture) noexcept","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1600","DirectX DDS loader","ComPtr<IDirect3DBaseTexture9> tex;","IDirect3DBaseTexture9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.cpp","1607","DirectX DDS loader","*texture = static_cast<LPDIRECT3DVOLUMETEXTURE9>(tex.Detach());","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","47","DirectX DDS loader","_Outptr_ LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","53","DirectX DDS loader","_Outptr_ LPDIRECT3DBASETEXTURE9* texture,","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","64","DirectX DDS loader","_Outptr_ LPDIRECT3DBASETEXTURE9* texture) noexcept;","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","72","DirectX DDS loader","_Outptr_ LPDIRECT3DBASETEXTURE9* texture) noexcept;","LPDIRECT3DBASETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","79","DirectX DDS loader","_Outptr_ LPDIRECT3DTEXTURE9* texture,","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","85","DirectX DDS loader","_Outptr_ LPDIRECT3DTEXTURE9* texture,","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","92","DirectX DDS loader","_Outptr_ LPDIRECT3DCUBETEXTURE9* texture) noexcept;","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","97","DirectX DDS loader","_Outptr_ LPDIRECT3DCUBETEXTURE9* texture) noexcept;","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","103","DirectX DDS loader","_Outptr_ LPDIRECT3DVOLUMETEXTURE9* texture) noexcept;","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","108","DirectX DDS loader","_Outptr_ LPDIRECT3DVOLUMETEXTURE9* texture) noexcept;","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","118","DirectX DDS loader","_Outptr_ LPDIRECT3DTEXTURE9* texture) noexcept;","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","126","DirectX DDS loader","_Outptr_ LPDIRECT3DTEXTURE9* texture) noexcept;","LPDIRECT3DTEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","134","DirectX DDS loader","_Outptr_ LPDIRECT3DCUBETEXTURE9* texture) noexcept;","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","141","DirectX DDS loader","_Outptr_ LPDIRECT3DCUBETEXTURE9* texture) noexcept;","LPDIRECT3DCUBETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","149","DirectX DDS loader","_Outptr_ LPDIRECT3DVOLUMETEXTURE9* texture) noexcept;","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterImageLib/DDSTextureLoader9.h","156","DirectX DDS loader","_Outptr_ LPDIRECT3DVOLUMETEXTURE9* texture) noexcept;","LPDIRECT3DVOLUMETEXTURE9","CreateTexture/Cube/Volume and staging resources","returned COM caller; local staging released","Legacy texture wrapper; CPU GetDDS2DView is shared","False","True","False","B","retain native loader; Diligent uses CPU parser only; format headers E"
"src/EterLib/BlockTexture.cpp","193","CBlockTexture","} else if (FAILED(M2_NATIVE_RESOURCE(Texture, ms_lpd3dDevice->CreateTexture(dwWidth, dwHeight, 0, D3DUSAGE_DYNAMIC, D3DFMT_A8R8G8B8, D3DPOOL_DEFAULT, &m_lpd3dTexture, nullptr))))","wrapper/native creation or getter (see statement)","Create/InvalidateRect","block owns COM and UI texture","CDibBar/notice banner","True","False","False","A","original DIB pixels and neutral binding"
"src/EterLib/BlockTexture.h","27","CBlockTexture","LPDIRECT3DTEXTURE9 m_lpd3dTexture;","LPDIRECT3DTEXTURE9","Create/InvalidateRect","block owns COM and UI texture","CDibBar/notice banner","True","False","False","A","original DIB pixels and neutral binding"
"src/EterLib/GrpBase.cpp","43","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9					CGraphicBase::ms_ptVS = 0;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","44","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9					CGraphicBase::ms_pntVS = 0;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","45","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9					CGraphicBase::ms_pnt2VS = 0;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","92","CGraphicDevice/CGraphicBase","LPD3DXMESH				CGraphicBase::ms_lpSphereMesh = NULL;","LPD3DXMESH","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","93","CGraphicDevice/CGraphicBase","LPD3DXMESH				CGraphicBase::ms_lpCylinderMesh = NULL;","LPD3DXMESH","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","95","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXBUFFER9	CGraphicBase::ms_alpd3dPDTVB[PDT_VERTEXBUFFER_NUM];","LPDIRECT3DVERTEXBUFFER9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","97","CGraphicDevice/CGraphicBase","LPDIRECT3DINDEXBUFFER9	CGraphicBase::ms_alpd3dDefIB[DEFAULT_IB_NUM];","LPDIRECT3DINDEXBUFFER9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.cpp","158","CGraphicDevice/CGraphicBase","IDirect3DVertexBuffer9* plpd3dFillRectVB=ms_alpd3dPDTVB[s_dwVBPos];","IDirect3DVertexBuffer9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","233","CGraphicDevice/CGraphicBase","static LPD3DXMESH				ms_lpSphereMesh;","LPD3DXMESH","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","234","CGraphicDevice/CGraphicBase","static LPD3DXMESH				ms_lpCylinderMesh;","LPD3DXMESH","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","254","CGraphicDevice/CGraphicBase","static LPDIRECT3DVERTEXDECLARATION9					ms_ptVS;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","255","CGraphicDevice/CGraphicBase","static LPDIRECT3DVERTEXDECLARATION9					ms_pntVS;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","256","CGraphicDevice/CGraphicBase","static LPDIRECT3DVERTEXDECLARATION9					ms_pnt2VS;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","304","CGraphicDevice/CGraphicBase","static LPDIRECT3DVERTEXBUFFER9	ms_alpd3dPDTVB[PDT_VERTEXBUFFER_NUM];","LPDIRECT3DVERTEXBUFFER9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpBase.h","305","CGraphicDevice/CGraphicBase","static LPDIRECT3DINDEXBUFFER9	ms_alpd3dDefIB[DEFAULT_IB_NUM];","LPDIRECT3DINDEXBUFFER9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","147","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CGraphicDevice::CreatePNTStreamVertexShader()","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","151","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 dwShader = NULL;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","160","CGraphicDevice/CGraphicBase","if (M2_NATIVE_RESOURCE(Declaration, ms_lpd3dDevice->CreateVertexDeclaration(pShaderDecl, &dwShader)) != D3D_OK)","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","170","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CGraphicDevice::CreatePNT2StreamVertexShader()","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","174","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 dwShader = NULL;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","184","CGraphicDevice/CGraphicBase","if (M2_NATIVE_RESOURCE(Declaration, ms_lpd3dDevice->CreateVertexDeclaration(pShaderDecl, &dwShader)) != D3D_OK)","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","194","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CGraphicDevice::CreatePTStreamVertexShader()","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","198","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 dwShader = NULL;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","206","CGraphicDevice/CGraphicBase","if (M2_NATIVE_RESOURCE(Declaration, ms_lpd3dDevice->CreateVertexDeclaration(pShaderDecl, &dwShader)) != D3D_OK)","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","216","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CGraphicDevice::CreateDoublePNTStreamVertexShader()","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","220","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 dwShader = NULL;","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","233","CGraphicDevice/CGraphicBase","if (M2_NATIVE_RESOURCE(Declaration, ms_lpd3dDevice->CreateVertexDeclaration(pShaderDecl, &dwShader)) != D3D_OK)","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","274","CGraphicDevice/CGraphicBase","static LPDIRECT3DSURFACE9 s_lpStencil;","LPDIRECT3DSURFACE9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","560","CGraphicDevice/CGraphicBase","M2_NATIVE_RESOURCE(DebugMesh, D3DXCreateSphere(ms_lpd3dDevice, 1.0f, 32, 32, &ms_lpSphereMesh, NULL));","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","561","CGraphicDevice/CGraphicBase","M2_NATIVE_RESOURCE(DebugMesh, D3DXCreateCylinder(ms_lpd3dDevice, 1.0f, 1.0f, 1.0f, 8, 8, &ms_lpCylinderMesh, NULL));","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","637","CGraphicDevice/CGraphicBase","M2_NATIVE_RESOURCE(VertexBuffer, ms_lpd3dDevice->CreateVertexBuffer(","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.cpp","669","CGraphicDevice/CGraphicBase","auto hr = M2_NATIVE_RESOURCE(IndexBuffer, ms_lpd3dDevice->CreateIndexBuffer(","wrapper/native creation or getter (see statement)","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.h","65","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CreatePTStreamVertexShader();","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.h","66","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CreatePNTStreamVertexShader();","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.h","67","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CreatePNT2StreamVertexShader();","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpDevice.h","68","CGraphicDevice/CGraphicBase","LPDIRECT3DVERTEXDECLARATION9 CreateDoublePNTStreamVertexShader();","LPDIRECT3DVERTEXDECLARATION9","device Create/default IB/PDT/declarations/debug mesh","device/base static owners","common startup and primitive helpers","True","False","False","A","skip explicit native resources for Diligent; retain device implicit surfaces for M13B"
"src/EterLib/GrpFontTexture.cpp","445","CGraphicFontTexture/CGraphicTextInstance/TextRenderBridge","m_lpd3dTexture = m_pFontTextureVector[dwTexture]->GetD3DTexture();","wrapper/native creation or getter (see statement)","font atlas AppendTexture/UpdateTexture","font pages and text renderer","glyph draw and selected atlas page","True","False","False","A","CPU atlas pages; remove native pointer page identity"
"src/EterLib/GrpImageTexture.cpp","75","CGraphicTexture/CGraphicImageTexture/CGraphicImage","if (FAILED(M2_NATIVE_RESOURCE(Texture, ms_lpd3dDevice->CreateTexture(m_width, m_height, 1, D3DUSAGE_DYNAMIC, m_d3dFmt, D3DPOOL_DEFAULT, &m_lpd3dTexture, nullptr))))","wrapper/native creation or getter (see statement)","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","112","CGraphicTexture/CGraphicImageTexture/CGraphicImage","m_lpd3dTexture = c_pSrcTexture->GetD3DTexture();","wrapper/native creation or getter (see statement)","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","144","CGraphicTexture/CGraphicImageTexture/CGraphicImage","LPDIRECT3DTEXTURE9 texture;","LPDIRECT3DTEXTURE9","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","145","CGraphicTexture/CGraphicImageTexture/CGraphicImage","if (SUCCEEDED(M2_NATIVE_RESOURCE(Texture, ms_lpd3dDevice->CreateTexture(width, height, 1, 0, channels == 4 ? D3DFMT_A8R8G8B8 : D3DFMT_X8R8G8B8, D3DPOOL_MANAGED, &texture, nullptr)))) {","wrapper/native creation or getter (see statement)","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","209","CGraphicTexture/CGraphicImageTexture/CGraphicImage","if (FAILED(M2_NATIVE_RESOURCE(Texture, D3DXCreateTextureFromFileInMemoryEx(ms_lpd3dDevice, c_pvBuf, bufSize","wrapper/native creation or getter (see statement)","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","239","CGraphicTexture/CGraphicImageTexture/CGraphicImage","IDirect3DTexture9* pkTexSrc = m_lpd3dTexture;","IDirect3DTexture9","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","240","CGraphicTexture/CGraphicImageTexture/CGraphicImage","IDirect3DTexture9* pkTexDst;","IDirect3DTexture9","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","243","CGraphicTexture/CGraphicImageTexture/CGraphicImage","if (SUCCEEDED(M2_NATIVE_RESOURCE(Texture, D3DXCreateTexture(ms_lpd3dDevice","wrapper/native creation or getter (see statement)","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","249","CGraphicTexture/CGraphicImageTexture/CGraphicImage","IDirect3DSurface9* ppsSrc = NULL;","IDirect3DSurface9","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","250","CGraphicTexture/CGraphicImageTexture/CGraphicImage","IDirect3DSurface9* ppsDst = NULL;","IDirect3DSurface9","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","315","CGraphicTexture/CGraphicImageTexture/CGraphicImage","LPDIRECT3DTEXTURE9 texture;","LPDIRECT3DTEXTURE9","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpImageTexture.cpp","318","CGraphicTexture/CGraphicImageTexture/CGraphicImage","if (FAILED(M2_NATIVE_RESOURCE(Texture, ms_lpd3dDevice->CreateTexture(","wrapper/native creation or getter (see statement)","ImageTexture Create/decoded asset loader","texture wrapper (COM); image (Diligent cache)","all image users, bridges, subimages","True","False","False","A","CPU metadata/source ownership and neutral texture binding"
"src/EterLib/GrpIndexBuffer.cpp","7","CGraphicVertexBuffer/CGraphicIndexBuffer","LPDIRECT3DINDEXBUFFER9 CGraphicIndexBuffer::GetD3DIndexBuffer() const","LPDIRECT3DINDEXBUFFER9","CreateDeviceObjects/Lock","wrapper owns buffer","Granny terrain water UI minimap","True","False","False","A","owned CPU buffers with same producer lock contract"
"src/EterLib/GrpIndexBuffer.cpp","117","CGraphicVertexBuffer/CGraphicIndexBuffer","if (FAILED(M2_NATIVE_RESOURCE(IndexBuffer, ms_lpd3dDevice->CreateIndexBuffer(","wrapper/native creation or getter (see statement)","CreateDeviceObjects/Lock","wrapper owns buffer","Granny terrain water UI minimap","True","False","False","A","owned CPU buffers with same producer lock contract"
"src/EterLib/GrpIndexBuffer.h","29","CGraphicVertexBuffer/CGraphicIndexBuffer","LPDIRECT3DINDEXBUFFER9 GetD3DIndexBuffer() const;","LPDIRECT3DINDEXBUFFER9","CreateDeviceObjects/Lock","wrapper owns buffer","Granny terrain water UI minimap","True","False","False","A","owned CPU buffers with same producer lock contract"
"src/EterLib/GrpIndexBuffer.h","38","CGraphicVertexBuffer/CGraphicIndexBuffer","LPDIRECT3DINDEXBUFFER9	m_lpd3dIdxBuf;","LPDIRECT3DINDEXBUFFER9","CreateDeviceObjects/Lock","wrapper owns buffer","Granny terrain water UI minimap","True","False","False","A","owned CPU buffers with same producer lock contract"
"src/EterLib/GrpPixelShader.cpp","69","CVertexShader/CPixelShader","if (FAILED(M2_NATIVE_RESOURCE(PixelShader, ms_lpd3dDevice->CreatePixelShader(","wrapper/native creation or getter (see statement)","CreateFromDiskFile","shader wrapper","no production instances found","False","False","False","D","retain unused Legacy wrapper"
