"File","Line","ClassFunction","GrannyTypeOrSymbol","Purpose","Category","MigrationD1X","ReferenceKind","Source"
"src/AssetRuntime/Granny/NativeTypes.h","26","world_pose","granny_local_pose","Private format adapter: native file, metadata, sessions, controls, bindings or CPU fallback","F","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","using granny_local_pose = granny::local_pose;"
"src/AssetRuntime/Granny/NativeTypes.h","27","world_pose","granny_mesh_binding","Private format adapter: native file, metadata, sessions, controls, bindings or CPU fallback","B;G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","using granny_mesh_binding = granny::mesh_binding;"
"src/AssetRuntime/Granny/NativeTypes.h","28","world_pose","granny_mesh_deformer","Private format adapter: native file, metadata, sessions, controls, bindings or CPU fallback","B;G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","using granny_mesh_deformer = granny::mesh_deformer;"
"src/AssetRuntime/Granny/NativeTypes.h","29","world_pose","granny_model_instance","Private format adapter: native file, metadata, sessions, controls, bindings or CPU fallback","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","using granny_model_instance = granny::model_instance;"
"src/AssetRuntime/Granny/NativeTypes.h","30","world_pose","granny_world_pose","Private format adapter: native file, metadata, sessions, controls, bindings or CPU fallback","F","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","using granny_world_pose = granny::world_pose;"
"src/CMakeLists.txt","7","file scope","EterGrnLib","Build linkage, source-target ownership or platform boundary configuration","J","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","build/tool/documentation","add_subdirectory(EterGrnLib)"
"src/EterGrnLib/CMakeLists.txt","4","file scope","EterGrnLib","Build linkage, source-target ownership or platform boundary configuration","J","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","build/tool/documentation","add_library(EterGrnLib STATIC ${FILE_SOURCES})"
"src/EterGrnLib/CMakeLists.txt","6","file scope","EterGrnLib","Build linkage, source-target ownership or platform boundary configuration","J","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","build/tool/documentation","target_link_libraries(EterGrnLib"
"src/EterGrnLib/CMakeLists.txt","12","file scope","EterGrnLib","Build linkage, source-target ownership or platform boundary configuration","J","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","build/tool/documentation","GroupSourcesByFolder(EterGrnLib)"
"src/EterGrnLib/Deform.cpp","32","file scope","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 weight,"
"src/EterGrnLib/Deform.cpp","53","DeformPWNT3432toGrannyPNGBT33332D","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332D(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.cpp","54","DeformPWNT3432toGrannyPNGBT33332D","granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.cpp","55","DeformPWNT3432toGrannyPNGBT33332D","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride)"
"src/EterGrnLib/Deform.cpp","57","DeformPWNT3432toGrannyPNGBT33332D","granny_pwnt3432_vertex","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_pwnt3432_vertex* src = (const granny_pwnt3432_vertex*)SourceInit;"
"src/EterGrnLib/Deform.cpp","58","DeformPWNT3432toGrannyPNGBT33332D","granny_pnt332_vertex","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_pnt332_vertex* dst = (granny_pnt332_vertex*)DestInit;"
"src/EterGrnLib/Deform.cpp","70","DeformPWNT3432toGrannyPNGBT33332D","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w0 = src->BoneWeights[0];"
"src/EterGrnLib/Deform.cpp","71","DeformPWNT3432toGrannyPNGBT33332D","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w1 = src->BoneWeights[1];"
"src/EterGrnLib/Deform.cpp","72","DeformPWNT3432toGrannyPNGBT33332D","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w2 = src->BoneWeights[2];"
"src/EterGrnLib/Deform.cpp","73","DeformPWNT3432toGrannyPNGBT33332D","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w3 = src->BoneWeights[3];"
"src/EterGrnLib/Deform.cpp","114","DeformPWNT3432toGrannyPNGBT33332D","granny_pwnt3432_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","src = (const granny_pwnt3432_vertex*)((const granny_uint8*)src + SourceStride);"
"src/EterGrnLib/Deform.cpp","115","DeformPWNT3432toGrannyPNGBT33332D","granny_pnt332_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","dst = (granny_pnt332_vertex*)((granny_uint8*)dst + DestStride);"
"src/EterGrnLib/Deform.cpp","119","DeformPWNT3432toGrannyPNGBT33332I","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332I(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.cpp","120","DeformPWNT3432toGrannyPNGBT33332I","granny_int32x;granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x const* TransformTable, granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.cpp","121","DeformPWNT3432toGrannyPNGBT33332I","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride)"
"src/EterGrnLib/Deform.cpp","123","DeformPWNT3432toGrannyPNGBT33332I","granny_pwnt3432_vertex","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_pwnt3432_vertex* src = (const granny_pwnt3432_vertex*)SourceInit;"
"src/EterGrnLib/Deform.cpp","124","DeformPWNT3432toGrannyPNGBT33332I","granny_pnt332_vertex","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_pnt332_vertex* dst = (granny_pnt332_vertex*)DestInit;"
"src/EterGrnLib/Deform.cpp","136","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w0 = src->BoneWeights[0];"
"src/EterGrnLib/Deform.cpp","137","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w1 = src->BoneWeights[1];"
"src/EterGrnLib/Deform.cpp","138","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w2 = src->BoneWeights[2];"
"src/EterGrnLib/Deform.cpp","139","DeformPWNT3432toGrannyPNGBT33332I","granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","D","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","const granny_uint8 w3 = src->BoneWeights[3];"
"src/EterGrnLib/Deform.cpp","185","DeformPWNT3432toGrannyPNGBT33332I","granny_pwnt3432_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","src = (const granny_pwnt3432_vertex*)((const granny_uint8*)src + SourceStride);"
"src/EterGrnLib/Deform.cpp","186","DeformPWNT3432toGrannyPNGBT33332I","granny_pnt332_vertex;granny_uint8","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","B","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","dst = (granny_pnt332_vertex*)((granny_uint8*)dst + DestStride);"
"src/EterGrnLib/Deform.cpp","190","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.cpp","191","DeformPWNT3432toGrannyPNGBT33332","granny_int32x;granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x const* TransformTable, granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.cpp","192","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride)"
"src/EterGrnLib/Deform.h","2","file scope","Granny","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","include","#include ""AssetRuntime/Granny/Native.h"""
"src/EterGrnLib/Deform.h","4","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","void DeformPWNT3432toGrannyPNGBT33332(granny_int32x Count, void const* SourceInit, void* DestInit,"
"src/EterGrnLib/Deform.h","5","DeformPWNT3432toGrannyPNGBT33332","granny_int32x;granny_matrix_4x4","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x const* TransformTable, granny_matrix_4x4 const* Transforms,"
"src/EterGrnLib/Deform.h","6","DeformPWNT3432toGrannyPNGBT33332","granny_int32x","Native CPU reference/fallback SSE deformer; mathematics remains unchanged","G","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","granny_int32x SourceStride, granny_int32x DestStride);"
"src/EterGrnLib/LODController.cpp","109","GrannyCreateSharedDeformBuffer","GrannyCreateSharedDeformBuffer","Actor LOD swapping and linked skeleton/Hair remap preservation","G;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","void GrannyCreateSharedDeformBuffer()"
"src/EterGrnLib/LODController.cpp","118","GrannyDestroySharedDeformBuffer","GrannyDestroySharedDeformBuffer","Actor LOD swapping and linked skeleton/Hair remap preservation","G;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","void GrannyDestroySharedDeformBuffer()"
"src/EterGrnLib/LODController.cpp","121","GrannyDestroySharedDeformBuffer","granny_shared_vbs","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","SDK/adapter symbol","TraceError(""granny_shared_vbs:"");"
"src/EterGrnLib/LODController.cpp","142","CGrannyLODController::SetMinLODMode","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::SetMinLODMode(bool isEnable)"
"src/EterGrnLib/LODController.cpp","147","CGrannyLODController::SetMaterialImagePointer","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::SetMaterialImagePointer(const char* c_szImageName, CGraphicImage* pImage)"
"src/EterGrnLib/LODController.cpp","149","CGrannyLODController::SetMaterialImagePointer","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","152","CGrannyLODController::SetMaterialImagePointer","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","157","CGrannyLODController::SetMaterialData","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::SetMaterialData(const char* c_szImageName, const SMaterialData& c_rkMaterialData)"
"src/EterGrnLib/LODController.cpp","159","CGrannyLODController::SetMaterialData","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","162","CGrannyLODController::SetMaterialData","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","167","CGrannyLODController::SetSpecularInfo","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::SetSpecularInfo(const char* c_szMtrlName, BOOL bEnable, float fPower)"
"src/EterGrnLib/LODController.cpp","169","CGrannyLODController::SetSpecularInfo","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","std::deque<CGrannyModelInstance *>::iterator i;"
"src/EterGrnLib/LODController.cpp","172","CGrannyLODController::SetSpecularInfo","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance* pkModelInst=(*i);"
"src/EterGrnLib/LODController.cpp","177","CGrannyLODController::CGrannyLODController","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyLODController::CGrannyLODController() :"
"src/EterGrnLib/LODController.cpp","182","CGrannyLODController::CGrannyLODController","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","m_dwLODAniFPS(CGrannyModelInstance::ANIFPS_MAX),"
"src/EterGrnLib/LODController.cpp","188","CGrannyLODController::~CGrannyLODController","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyLODController::~CGrannyLODController()"
"src/EterGrnLib/LODController.cpp","195","CGrannyLODController::Clear","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::Clear()"
"src/EterGrnLib/LODController.cpp","205","std::for_each","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","std::for_each(m_que_pkModelInst.begin(), m_que_pkModelInst.end(), CGrannyModelInstance::Delete);"
"src/EterGrnLib/LODController.cpp","218","CGrannyLODController::AddModel","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","A;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::AddModel(CGraphicThing * pThing, int iSrcModel, CGrannyLODController * pSkelLODController)"
"src/EterGrnLib/LODController.cpp","238","CGrannyLODController::AddModel","CGrannyModel","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModel * pModel = pThing->GetModelPointer(iSrcModel);"
"src/EterGrnLib/LODController.cpp","245","CGrannyLODController::AddModel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance * pModelInstance = CGrannyModelInstance::New();"
"src/EterGrnLib/LODController.cpp","261","CGrannyModelInstance::Delete","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance::Delete(pModelInstance);"
"src/EterGrnLib/LODController.cpp","301","CGrannyLODController::__ReserveSharedDeformableVertexBuffer","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","B;E;G;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::__ReserveSharedDeformableVertexBuffer(DWORD deformableVertexCount)"
"src/EterGrnLib/LODController.cpp","312","CGrannyLODController::AttachModelInstance","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","D;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::AttachModelInstance(CGrannyLODController * pSrcLODController, const char * c_szBoneName)"
"src/EterGrnLib/LODController.cpp","314","CGrannyLODController::AttachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance * pSrcInstance = pSrcLODController->GetModelInstance();"
"src/EterGrnLib/LODController.cpp","318","CGrannyLODController::AttachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance * pDestInstance = GetModelInstance();"
"src/EterGrnLib/LODController.cpp","351","CGrannyLODController::DetachModelInstance","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::DetachModelInstance(CGrannyLODController * pSrcLODController)"
"src/EterGrnLib/LODController.cpp","353","CGrannyLODController::DetachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance * pSrcInstance = pSrcLODController->GetModelInstance();"
"src/EterGrnLib/LODController.cpp","357","CGrannyLODController::DetachModelInstance","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance * pDestInstance = GetModelInstance();"
"src/EterGrnLib/LODController.cpp","385","CGrannyLODController::SetLODLimits","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::SetLODLimits(float /*fNearLOD*/, float fFarLOD)"
"src/EterGrnLib/LODController.cpp","390","CGrannyLODController::SetLODLevel","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::SetLODLevel(BYTE bLodLevel)"
"src/EterGrnLib/LODController.cpp","398","CGrannyLODController::CreateDeviceObjects","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::CreateDeviceObjects()"
"src/EterGrnLib/LODController.cpp","402","CGrannyModelInstance::FCreateDeviceObjects","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance::FCreateDeviceObjects());"
"src/EterGrnLib/LODController.cpp","405","CGrannyLODController::DestroyDeviceObjects","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::DestroyDeviceObjects()"
"src/EterGrnLib/LODController.cpp","409","CGrannyModelInstance::FDestroyDeviceObjects","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","CGrannyModelInstance::FDestroyDeviceObjects());"
"src/EterGrnLib/LODController.cpp","412","CGrannyLODController::RenderWithOneTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::RenderWithOneTexture()"
"src/EterGrnLib/LODController.cpp","435","CGrannyLODController::BlendRenderWithOneTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::BlendRenderWithOneTexture()"
"src/EterGrnLib/LODController.cpp","441","CGrannyLODController::RenderWithTwoTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::RenderWithTwoTexture()"
"src/EterGrnLib/LODController.cpp","447","CGrannyLODController::BlendRenderWithTwoTexture","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","C;E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::BlendRenderWithTwoTexture()"
"src/EterGrnLib/LODController.cpp","453","CGrannyLODController::Update","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::Update(float fElapsedTime, float fDistanceFromCenter, float fDistanceFromCamera)"
"src/EterGrnLib/LODController.cpp","459","CGrannyLODController::UpdateLODLevel","CGrannyLODController","Actor LOD swapping and linked skeleton/Hair remap preservation","E;H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","void CGrannyLODController::UpdateLODLevel(float fDistanceFromCenter, float fDistanceFromCamera)"
"src/EterGrnLib/LODController.cpp","477","CGrannyLODController::UpdateLODLevel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","m_dwLODAniFPS = (DWORD) ((CGrannyModelInstance::ANIFPS_MAX - CGrannyModelInstance::ANIFPS_MIN) * fLODFactor / m_fLODDistance + static_cast<float>(CGrannyModelInstance::ANIFPS_MIN));"
"src/EterGrnLib/LODController.cpp","479","CGrannyLODController::UpdateLODLevel","CGrannyModelInstance","Actor LOD swapping and linked skeleton/Hair remap preservation","H","D1-X state: private SDK adapter, explicit legacy reference entrypoint, compatibility wrapper or tooling; see main report exceptions","legacy wrapper","m_dwLODAniFPS = CGrannyModelInstance::ANIFPS_MIN;"
