path,sha256,asset_type,usage_before,usage_after,cluster,reader_site,field,before,before_error,after,after_error,packed_native,granny_load,section_type_field_evidence,granny_reference_evidence
metin2_patch_eu4/ymir work/npc2/halloween1/wait1.gr2,63b1730d781c91ec5b0cd7980cace820c511fe81c4914d02d79d66c2f9e3f129,NPC model/animation,production,production,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP bone01 flags=2 section:offset=0:192 type=6:4064 | GROUP bone02 flags=2 section:offset=0:420 type=6:4064 | GROUP bone01 flags=2 section:offset=0:648 type=6:4064 | GROUP bip01 flags=2 section:offset=0:3556 type=6:4064 | TRACK index=63 first=62 name=""bone01"" section:offset=0:7716 type=6:4704","REF_GROUP 3 loop=0 0 0 | REF_BIND bone=71 name=""bone01"" find_bone=12 track=63 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0"
metin2_patch_eu4/ymir work/npc2/halloween1/walk1.gr2,08f2dff25f12f204512c8385f945103f110c19a02eca14918f2d6b8581f47cdf,NPC model/animation,production,production,periodic_loop,GR2AnimationReader.cpp: ReadAnimation,TrackGroup.PeriodicLoop,unsupported curve/type,periodic or explicit root motion,parsed,,1,1,"GROUP bip01 flags=3 section:offset=0:180 type=6:4064 | TEXT_OUTSIDE time=4.66666651 duration=1 label=end section:offset=0:31112 type=6:4960 | PeriodicLoop section:offset=0:31120 type_address=6:5056 type=48:Radius/10x1;dAngle/10x1;dZ/10x1;BasisX/10x3;BasisY/10x3;Axis/10x3; | TRACK index=63 first=62 name=""bone01"" section:offset=0:4340 type=6:4704","REF_GROUP 0 loop=0 0 0 | REF_BIND bone=71 name=""bone01"" find_bone=12 track=63 | REF_SAMPLE fraction=0 nan_bones=0 translation=12.9862204 0.276934147 0.526792765 rotation=-1.70196901e-09 -9.39916145e-10 -3.39736572e-11 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=12.9862194 0.276934147 0.526792765 rotation=-1.70196879e-09 -9.39916034e-10 -3.39736538e-11 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=12.9862194 0.276934147 0.526792765 rotation=-1.70196879e-09 -9.39916034e-10 -3.39736538e-11 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=12.9862204 0.276934147 0.526792765 rotation=-1.70196901e-09 -9.39916145e-10 -3.39736572e-11"
metin2_patch_xmas/ymir work/npc2/pig_young1/walk.gr2,1f089399ecfbe2bf27bb6f2bdb30765864a9d68858fc981094cef3708bffaddc,pet (NPC skeleton),production,production,periodic_loop,GR2AnimationReader.cpp: ReadAnimation,TrackGroup.PeriodicLoop,unsupported curve/type,periodic or explicit root motion,parsed,,1,1,GROUP Bip01 flags=3 section:offset=0:180 type=6:4064 | PeriodicLoop section:offset=0:15240 type_address=6:5056 type=48:Radius/10x1;dAngle/10x1;dZ/10x1;BasisX/10x3;BasisY/10x3;Axis/10x3;,REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=-0.00796079636 -9.1965723 0.384356916 rotation=-2.53886223e-09 -3.04663494e-09 1.06106356e-11 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=-0.00796079636 -9.1965723 0.384356916 rotation=-2.53886223e-09 -3.04663494e-09 1.06106356e-11 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=-0.00796079636 -9.19657135 0.384356856 rotation=-2.53886201e-09 -3.0466345e-09 1.06106339e-11 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=-0.00796079636 -9.1965723 0.384356916 rotation=-2.53886223e-09 -3.04663494e-09 1.06106356e-11
patch2/ymir work/npc2/historian/historian.gr2,b12e2b23b253b2388382ee65416c6c8c8c5c1e4233c0a35f273d200fc0679914,NPC model/animation,production,production,duplicate_bone_names,GR2ModelReader.cpp: Read / RuntimeSkeleton::Initialize,Skeleton.Bones[].Name,malformed,skeleton: bone names must be nonempty and unique,parsed,,1,1,"BONE index=0 parent=-1 name=""Bip01"" section:offset=0:1824 type=6:30912 | BONE index=27 parent=26 name=""Bone_li03"" section:offset=0:6036 type=6:30912 | BONE index=30 parent=29 name=""Bone_li03"" section:offset=0:6504 type=6:30912 | MESH obj_historian2 vertex_count=253 indices=1074 index16=0 groups=1 section:offset=0:22876 type=6:32160 | MESH historian vertex_count=1971 indices=8337 index16=0 groups=2 section:offset=0:19400 type=6:32160",
patch2/ymir work/npc2/historian/run.gr2,b6ec26eb5bbecd56f1c4f127169608d09f7a385a573a2050a2e18b64cbd02309,NPC model/animation,production,production,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=3 section:offset=0:180 type=6:4064 | TRACK index=94 first=93 name=""Bone_li03"" section:offset=0:6324 type=6:4704","REF_GROUP 0 loop=0 -300 0 | REF_BIND bone=30 name=""Bone_li03"" find_bone=27 track=94 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 -40.9090919 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 -40.9090919 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 -40.9090881 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 -40.9090919 0 rotation=0 0 0"
patch2/ymir work/npc2/historian/wait.gr2,2cd68945994b8bf582f9118e3c2487099519454a4b81206d396eaa578424c4cd,NPC model/animation,production,production,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Dummy04 flags=2 section:offset=0:184 type=6:4064 | GROUP Bip01 flags=2 section:offset=0:1856 type=6:4064 | TRACK index=94 first=93 name=""Bone_li03"" section:offset=0:8000 type=6:4704","REF_GROUP 1 loop=0 0 0 | REF_BIND bone=30 name=""Bone_li03"" find_bone=27 track=94 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0"
patch2/ymir work/npc2/historian/wait1.gr2,cd3fa0ba21139a601207665329ab44d5a8f32e10604f1d3c6869cd5cb91001e2,NPC model/animation,production,production,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Dummy04 flags=2 section:offset=0:184 type=6:4064 | GROUP Bip01 flags=2 section:offset=0:2208 type=6:4064 | TRACK index=94 first=93 name=""Bone_li03"" section:offset=0:8352 type=6:4704","REF_GROUP 1 loop=0 0 0 | REF_BIND bone=30 name=""Bone_li03"" find_bone=27 track=94 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0"
patch2/ymir work/npc2/historian/walk.gr2,c894bc4a38ee33c1b591b0bef64bbbf03115d77d9690adddd110eea044bfd747,NPC model/animation,production,production,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Dummy04 flags=3 section:offset=0:184 type=6:4064 | GROUP Bip01 flags=3 section:offset=0:1456 type=6:4064 | TRACK index=94 first=93 name=""Bone_li03"" section:offset=0:7600 type=6:4704","REF_GROUP 1 loop=0 -200 0 | REF_BIND bone=30 name=""Bone_li03"" find_bone=27 track=94 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 -20 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 -19.9999981 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 -19.9999981 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 -20 0 rotation=0 0 0"
season1/season1/monster/ch_officer/skipia_officer_attack.gr2,bad858cfb26dd7ae808775649d6c03a07f90f9acde11b26828dd309fbbcb0a20,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_attack1.gr2,434768d8e0ace7f37800b90e5d620d4f893fb93cce551471dfd1a3782023a690,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_back_dead.gr2,2ae8da9c43ab28aa30449c7b173a10b11f8d3417bf4bf2489dbfe45ec4d039ff,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_back_knockdown.gr2,a4274328d83dbe668c51874fbaa5c71820b68015ef0a7b01d0e374ac0be32d65,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=3 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_back_standup.gr2,7c3c5a302be2c4b4d7d4938a80b6566d9057dc74e60fd859be1700f28626e643,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_dead.gr2,d1716435fd2d5c37bda2868b9299a135a3253061ff9f2aa62f26254166aa1733,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_front_damage.gr2,cc51cdd17ac292a2571ecc931c74604dc9618b669d6a66cc3ffb6e98a0f25017,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_front_damage1.gr2,a438fac90741ec09728a39abedf69f42dcc1ee42ca5d00c45c5e6739d543f793,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_front_standup.gr2,c5c0d8a70d1ae4065ff8828600c54993940e8faf014fb7ddcef30490e65a0c43,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_run.gr2,0ca9a9121ad2a56c901c34a7a5e6a25bc662dc915088ceffc316f5a3f2b100e6,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=3 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 -319.665466 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 -39.9581795 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 -39.9581795 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 -39.9581795 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 -39.9581795 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_wait.gr2,066570790510594e002e811e458fb6305fe87d6d96b04d20f645cbe7b6711344,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/monster/ch_officer/skipia_officer_wait1.gr2,1d9f8a708d53e6779fb0170c0875bb701c2f3a30c8fa47dea4fa85670d23a3a2,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704",REF_GROUP 0 loop=0 0 0 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0
season1/season1/pc/assassin/assassin.gr2,58fa44e7a0ec996a81cc9e50992ca485889cff8256ca83b60a5b61c96cbaf34e,player model,usage unresolved,usage unresolved,skeleton_forest,GR2ModelReader.cpp: Read / RuntimeSkeleton::Initialize,Skeleton.Bones[].ParentIndex,unsupported curve/type,runtime skeleton: skeleton requires exactly one connected root,parsed,,1,1,"BONE index=0 parent=-1 name=""assasin_low"" section:offset=0:2640 type=6:32992 | BONE index=1 parent=-1 name=""Bip01"" section:offset=0:2796 type=6:32992 | MESH assasin_low vertex_count=2429 indices=6822 index16=0 groups=2 section:offset=0:38128 type=6:34240 | MESH Object14 vertex_count=136 indices=312 index16=0 groups=1 section:offset=0:37492 type=6:34240 | MESH Object01 vertex_count=53 indices=249 index16=0 groups=1 section:offset=0:37360 type=6:34240 | MESH Object05 vertex_count=344 indices=468 index16=0 groups=1 section:offset=0:36760 type=6:34240 | MESH Object02 vertex_count=106 indices=249 index16=0 groups=1 section:offset=0:36628 type=6:34240 | MESH Object03 vertex_count=68 indices=312 index16=0 groups=1 section:offset=0:35992 type=6:34240 | MESH Object04 vertex_count=170 indices=468 index16=0 groups=1 section:offset=0:35392 type=6:34240 | MESH Object09 vertex_count=126 indices=498 index16=0 groups=1 section:offset=0:32596 type=6:34240 | MESH Object10 vertex_count=240 indices=684 index16=0 groups=1 section:offset=0:29764 type=6:34240 | MESH Object06 vertex_count=152 indices=198 index16=0 groups=1 section:offset=0:29596 type=6:34240 | MESH Object07 vertex_count=76 indices=198 index16=0 groups=1 section:offset=0:29428 type=6:34240 | MESH Object08 vertex_count=99 indices=78 index16=0 groups=1 section:offset=0:26524 type=6:34240 | MESH Object13 vertex_count=34 indices=156 index16=0 groups=1 section:offset=0:26356 type=6:34240 | MESH Object11 vertex_count=96 indices=459 index16=0 groups=1 section:offset=0:26152 type=6:34240 | MESH Object12 vertex_count=192 indices=459 index16=0 groups=1 section:offset=0:25948 type=6:34240 | MESH Object15 vertex_count=169 indices=720 index16=0 groups=1 section:offset=0:24016 type=6:34240 | MESH Plane01 vertex_count=25 indices=96 index16=0 groups=1 section:offset=0:21184 type=6:34240",
season2/season2/monster/ch_officer/skipia_officer.gr2,c049db0f2afa94a4cad0d04209aafc58b32680ac7e30ede8b19d799ed64e0887,mob model/animation,usage unresolved,usage unresolved,duplicate_bone_names,GR2ModelReader.cpp: Read / RuntimeSkeleton::Initialize,Skeleton.Bones[].Name,malformed,skeleton: bone names must be nonempty and unique,parsed,,1,1,"BONE index=0 parent=-1 name=""Bip01"" section:offset=0:1824 type=6:27584 | BONE index=19 parent=2 name=""rar_01"" section:offset=0:4788 type=6:27584 | BONE index=20 parent=19 name=""rar_02"" section:offset=0:4944 type=6:27584 | BONE index=21 parent=20 name=""rar_03"" section:offset=0:5100 type=6:27584 | BONE index=22 parent=2 name=""rar_01"" section:offset=0:5256 type=6:27584 | BONE index=23 parent=22 name=""rar_02"" section:offset=0:5412 type=6:27584 | BONE index=24 parent=23 name=""rar_03"" section:offset=0:5568 type=6:27584 | MESH skipia_officer01 vertex_count=2678 indices=8673 index16=0 groups=1 section:offset=0:14452 type=6:28832 | MESH skipia_officer02 vertex_count=264 indices=822 index16=0 groups=1 section:offset=0:13852 type=6:28832",
season2/season2/monster/ch_officer/skipia_officer_back_dead.gr2,2ae8da9c43ab28aa30449c7b173a10b11f8d3417bf4bf2489dbfe45ec4d039ff,mob model/animation,usage unresolved,usage unresolved,duplicate_track_names,GR2AnimationReader.cpp: ReadAnimation / BindAnimation,TrackGroup.TransformTracks[].Name,malformed,duplicate/empty track target,parsed,,1,1,"GROUP Bip01 flags=2 section:offset=0:180 type=6:4064 | TRACK index=51 first=50 name=""rar_01"" section:offset=0:3572 type=6:4704 | TRACK index=53 first=52 name=""rar_02"" section:offset=0:3700 type=6:4704 | TRACK index=55 first=54 name=""rar_03"" section:offset=0:3828 type=6:4704","REF_GROUP 0 loop=0 0 0 | REF_BIND bone=22 name=""rar_01"" find_bone=19 track=51 | REF_BIND bone=23 name=""rar_02"" find_bone=20 track=53 | REF_BIND bone=24 name=""rar_03"" find_bone=21 track=55 | REF_SAMPLE fraction=0 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.25 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=0.5 nan_bones=0 translation=0 0 0 rotation=0 0 0 | REF_SAMPLE fraction=1.10000002 nan_bones=0 translation=0 0 0 rotation=0 0 0"
season2/season2/monster/ch_officer/skipia_officer_lod_01.gr2,34e52324bb0972f948a45abb6ad30876569319c76105bd57d14d884c8c06121a,mob model/animation,usage unresolved,usage unresolved,duplicate_bone_names,GR2ModelReader.cpp: Read / RuntimeSkeleton::Initialize,Skeleton.Bones[].Name,malformed,skeleton: bone names must be nonempty and unique,parsed,,1,1,"BONE index=0 parent=-1 name=""Bip01"" section:offset=0:2392 type=6:30016 | BONE index=19 parent=2 name=""rar_01"" section:offset=0:5356 type=6:30016 | BONE index=20 parent=19 name=""rar_02"" section:offset=0:5512 type=6:30016 | BONE index=21 parent=20 name=""rar_03"" section:offset=0:5668 type=6:30016 | BONE index=22 parent=2 name=""rar_01"" section:offset=0:5824 type=6:30016 | BONE index=23 parent=22 name=""rar_02"" section:offset=0:5980 type=6:30016 | BONE index=24 parent=23 name=""rar_03"" section:offset=0:6136 type=6:30016 | MESH skipia_officer01 vertex_count=1954 indices=5982 index16=0 groups=1 section:offset=0:15020 type=6:31264 | MESH skipia_officer02 vertex_count=264 indices=822 index16=0 groups=1 section:offset=0:14420 type=6:31264",
