"File","Line","Class","Function","API","Category","NormalClientReachability","DiligentAlternative","M11Action","CallChain"
"extern/include/d3d9.h","514","-","DECLARE_INTERFACE_","DrawPrimitiveUP","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","515","-","DECLARE_INTERFACE_","DrawIndexedPrimitiveUP","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","516","-","DECLARE_INTERFACE_","IDirect3DVertexBuffer9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","516","-","DECLARE_INTERFACE_","IDirect3DVertexDeclaration9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","517","-","DECLARE_INTERFACE_","IDirect3DVertexDeclaration9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","518","-","DECLARE_INTERFACE_","IDirect3DVertexDeclaration9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","518","-","DECLARE_INTERFACE_","SetVertexDeclaration","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","519","-","DECLARE_INTERFACE_","GetVertexDeclaration","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","519","-","DECLARE_INTERFACE_","IDirect3DVertexDeclaration9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","520","-","DECLARE_INTERFACE_","SetFVF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","521","-","DECLARE_INTERFACE_","GetFVF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","522","-","DECLARE_INTERFACE_","CreateVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","522","-","DECLARE_INTERFACE_","IDirect3DVertexShader9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","523","-","DECLARE_INTERFACE_","IDirect3DVertexShader9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","523","-","DECLARE_INTERFACE_","SetVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","524","-","DECLARE_INTERFACE_","GetVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","524","-","DECLARE_INTERFACE_","IDirect3DVertexShader9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","525","-","DECLARE_INTERFACE_","SetVertexShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","526","-","DECLARE_INTERFACE_","GetVertexShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","531","-","DECLARE_INTERFACE_","IDirect3DVertexBuffer9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","531","-","DECLARE_INTERFACE_","SetStreamSource","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","532","-","DECLARE_INTERFACE_","GetStreamSource","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","532","-","DECLARE_INTERFACE_","IDirect3DVertexBuffer9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","535","-","DECLARE_INTERFACE_","IDirect3DIndexBuffer9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","535","-","DECLARE_INTERFACE_","SetIndices","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","536","-","DECLARE_INTERFACE_","GetIndices","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","536","-","DECLARE_INTERFACE_","IDirect3DIndexBuffer9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","537","-","DECLARE_INTERFACE_","CreatePixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","537","-","DECLARE_INTERFACE_","IDirect3DPixelShader9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","538","-","DECLARE_INTERFACE_","IDirect3DPixelShader9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","538","-","DECLARE_INTERFACE_","SetPixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","539","-","DECLARE_INTERFACE_","GetPixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","539","-","DECLARE_INTERFACE_","IDirect3DPixelShader9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","540","-","DECLARE_INTERFACE_","SetPixelShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","541","-","DECLARE_INTERFACE_","GetPixelShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","549","-","DECLARE_INTERFACE_","IDirect3DQuery9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","587","-","declaration/global","IDirect3DDevice9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","587","-","declaration/global","LPDIRECT3DDEVICE9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","608","-","declaration/global","GetBackBuffer","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","611","-","declaration/global","SetGammaRamp","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","613","-","declaration/global","CreateTexture","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","616","-","declaration/global","CreateVertexBuffer","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","617","-","declaration/global","CreateIndexBuffer","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","618","-","declaration/global","CreateRenderTarget","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","619","-","declaration/global","CreateDepthStencilSurface","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","624","-","declaration/global","StretchRect","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","625","-","declaration/global","ColorFill","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","627","-","declaration/global","SetRenderTarget","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","628","-","declaration/global","GetRenderTarget","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","629","-","declaration/global","SetDepthStencilSurface","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","630","-","declaration/global","GetDepthStencilSurface","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","631","-","declaration/global","BeginScene","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","632","-","declaration/global","EndScene","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","634","-","declaration/global","SetTransform","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","635","-","declaration/global","GetTransform","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","637","-","declaration/global","SetViewport","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","638","-","declaration/global","GetViewport","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","639","-","declaration/global","SetMaterial","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","640","-","declaration/global","GetMaterial","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","641","-","declaration/global","SetLight","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","642","-","declaration/global","GetLight","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","643","-","declaration/global","LightEnable","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","644","-","declaration/global","GetLightEnable","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","647","-","declaration/global","SetRenderState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","648","-","declaration/global","GetRenderState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","649","-","declaration/global","CreateStateBlock","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","654","-","declaration/global","GetTexture","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","655","-","declaration/global","SetTexture","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","656","-","declaration/global","GetTextureStageState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","657","-","declaration/global","SetTextureStageState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","658","-","declaration/global","GetSamplerState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","659","-","declaration/global","SetSamplerState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","665","-","declaration/global","SetScissorRect","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","666","-","declaration/global","GetScissorRect","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","671","-","declaration/global","DrawPrimitive","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","672","-","declaration/global","DrawIndexedPrimitive","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","673","-","declaration/global","DrawPrimitiveUP","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","674","-","declaration/global","DrawIndexedPrimitiveUP","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","677","-","declaration/global","SetVertexDeclaration","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","678","-","declaration/global","GetVertexDeclaration","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","679","-","declaration/global","SetFVF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","680","-","declaration/global","GetFVF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","681","-","declaration/global","CreateVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","682","-","declaration/global","SetVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","683","-","declaration/global","GetVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","684","-","declaration/global","SetVertexShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","685","-","declaration/global","GetVertexShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","690","-","declaration/global","SetStreamSource","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","691","-","declaration/global","GetStreamSource","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","694","-","declaration/global","SetIndices","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","695","-","declaration/global","GetIndices","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","696","-","declaration/global","CreatePixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","697","-","declaration/global","SetPixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","698","-","declaration/global","GetPixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","699","-","declaration/global","SetPixelShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","700","-","declaration/global","GetPixelShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","728","-","declaration/global","GetBackBuffer","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","731","-","declaration/global","SetGammaRamp","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","733","-","declaration/global","CreateTexture","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","736","-","declaration/global","CreateVertexBuffer","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","737","-","declaration/global","CreateIndexBuffer","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","738","-","declaration/global","CreateRenderTarget","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","739","-","declaration/global","CreateDepthStencilSurface","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","744","-","declaration/global","StretchRect","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","745","-","declaration/global","ColorFill","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","747","-","declaration/global","SetRenderTarget","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","748","-","declaration/global","GetRenderTarget","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","749","-","declaration/global","SetDepthStencilSurface","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","750","-","declaration/global","GetDepthStencilSurface","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","751","-","declaration/global","BeginScene","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","752","-","declaration/global","EndScene","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","754","-","declaration/global","SetTransform","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","755","-","declaration/global","GetTransform","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","757","-","declaration/global","SetViewport","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","758","-","declaration/global","GetViewport","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","759","-","declaration/global","SetMaterial","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","760","-","declaration/global","GetMaterial","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","761","-","declaration/global","SetLight","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","762","-","declaration/global","GetLight","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","763","-","declaration/global","LightEnable","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","764","-","declaration/global","GetLightEnable","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","767","-","declaration/global","SetRenderState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","768","-","declaration/global","GetRenderState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","769","-","declaration/global","CreateStateBlock","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","774","-","declaration/global","GetTexture","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","775","-","declaration/global","SetTexture","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","776","-","declaration/global","GetTextureStageState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","777","-","declaration/global","SetTextureStageState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","778","-","declaration/global","GetSamplerState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","779","-","declaration/global","SetSamplerState","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","785","-","declaration/global","SetScissorRect","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","786","-","declaration/global","GetScissorRect","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","791","-","declaration/global","DrawPrimitive","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","792","-","declaration/global","DrawIndexedPrimitive","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","793","-","declaration/global","DrawPrimitiveUP","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","794","-","declaration/global","DrawIndexedPrimitiveUP","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","797","-","declaration/global","SetVertexDeclaration","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","798","-","declaration/global","GetVertexDeclaration","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","799","-","declaration/global","SetFVF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","800","-","declaration/global","GetFVF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","801","-","declaration/global","CreateVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","802","-","declaration/global","SetVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","803","-","declaration/global","GetVertexShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","804","-","declaration/global","SetVertexShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","805","-","declaration/global","GetVertexShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","810","-","declaration/global","SetStreamSource","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","811","-","declaration/global","GetStreamSource","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","814","-","declaration/global","SetIndices","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","815","-","declaration/global","GetIndices","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","816","-","declaration/global","CreatePixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","817","-","declaration/global","SetPixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","818","-","declaration/global","GetPixelShader","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","819","-","declaration/global","SetPixelShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","820","-","declaration/global","GetPixelShaderConstantF","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","836","-","declaration/global","IDirect3DStateBlock9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","838","-","DECLARE_INTERFACE_","IDirect3DStateBlock9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","845","-","DECLARE_INTERFACE_","IDirect3DStateBlock9","F","comment or string literal only","n/a","Retain text; excluded from runtime API counts","no API execution"
"extern/include/d3d9.h","846","-","DECLARE_INTERFACE_","IDirect3DDevice9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
"extern/include/d3d9.h","855","-","declaration/global","IDirect3DStateBlock9","E","SDK declaration / external library implementation, not client draw","Diligent API, or retained asset dependency","No SDK edit","external header; not a game call chain"
